TrustName,Sex_Desc,Age,Catchment,Patients,TrustCode
Bedfordshire Hospitals NHS Foundation Trust,Male,05-Sep,"21,436",3361,RC9
Bedfordshire Hospitals NHS Foundation Trust,Male,Oct-14,"19,694",2650,RC9
Bedfordshire Hospitals NHS Foundation Trust,Male,15-19,"16,714",2638,RC9
Bedfordshire Hospitals NHS Foundation Trust,Male,20-24,"15,988",2981,RC9
Bedfordshire Hospitals NHS Foundation Trust,Male,25-29,"18,217",3523,RC9
Bedfordshire Hospitals NHS Foundation Trust,Male,30-34,"21,471",4149,RC9
Bedfordshire Hospitals NHS Foundation Trust,Male,35-39,"21,076",4397,RC9
Bedfordshire Hospitals NHS Foundation Trust,Male,40-44,"20,130",4780,RC9
Bedfordshire Hospitals NHS Foundation Trust,Male,45-49,"19,388",5260,RC9
Bedfordshire Hospitals NHS Foundation Trust,Male,50-54,"19,427",6176,RC9
Bedfordshire Hospitals NHS Foundation Trust,Male,55-59,"20,059",10495,RC9
Bedfordshire Hospitals NHS Foundation Trust,Male,60-64,"15,070",7160,RC9
Bedfordshire Hospitals NHS Foundation Trust,Male,65-69,"12,149",7190,RC9
Bedfordshire Hospitals NHS Foundation Trust,Male,70-74,"12,159",8069,RC9
Bedfordshire Hospitals NHS Foundation Trust,Male,75-79,"8,489",6798,RC9
Bedfordshire Hospitals NHS Foundation Trust,Male,80-84,"6,416",6259,RC9
Bedfordshire Hospitals NHS Foundation Trust,Male,85-89,"3,787",4289,RC9
Bedfordshire Hospitals NHS Foundation Trust,Male,90+,"1,868",2617,RC9
Bedfordshire Hospitals NHS Foundation Trust,Female,00-04,"22,664",16044,RC9
Bedfordshire Hospitals NHS Foundation Trust,Female,05-Sep,"20,067",2521,RC9
Bedfordshire Hospitals NHS Foundation Trust,Female,Oct-14,"19,094",2432,RC9
Bedfordshire Hospitals NHS Foundation Trust,Female,15-19,"16,954",3756,RC9
Bedfordshire Hospitals NHS Foundation Trust,Female,20-24,"15,834",6843,RC9
Bedfordshire Hospitals NHS Foundation Trust,Female,25-29,"18,538",11007,RC9
Bedfordshire Hospitals NHS Foundation Trust,Female,30-34,"22,413",13430,RC9
Bedfordshire Hospitals NHS Foundation Trust,Female,35-39,"23,317",10245,RC9
Bedfordshire Hospitals NHS Foundation Trust,Female,40-44,"21,222",6641,RC9
Bedfordshire Hospitals NHS Foundation Trust,Female,45-49,"20,382",6138,RC9
Bedfordshire Hospitals NHS Foundation Trust,Female,50-54,"20,826",6944,RC9
Bedfordshire Hospitals NHS Foundation Trust,Female,55-59,"20,815",10558,RC9
Bedfordshire Hospitals NHS Foundation Trust,Female,60-64,"15,819",6516,RC9
Bedfordshire Hospitals NHS Foundation Trust,Female,65-69,"13,490",6732,RC9
Bedfordshire Hospitals NHS Foundation Trust,Female,70-74,"13,614",7673,RC9
Bedfordshire Hospitals NHS Foundation Trust,Female,75-79,"10,029",7057,RC9
Bedfordshire Hospitals NHS Foundation Trust,Female,80-84,"8,119",6891,RC9
Bedfordshire Hospitals NHS Foundation Trust,Female,85-89,"5,540",5501,RC9
Bedfordshire Hospitals NHS Foundation Trust,Female,90+,"3,662",4418,RC9
York And Scarborough Teaching Hospitals NHS Foundation Trust,Male,00-04,"12,246",10372,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Male,05-Sep,"13,282",2340,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Male,Oct-14,"12,832",1753,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Male,15-19,"13,661",1783,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Male,20-24,"17,546",2346,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Male,25-29,"16,134",2428,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Male,30-34,"14,487",2668,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Male,35-39,"13,521",2813,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Male,40-44,"12,692",2803,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Male,45-49,"14,541",3653,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Male,50-54,"16,384",4765,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Male,55-59,"16,653",5886,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Male,60-64,"15,171",6281,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Male,65-69,"13,717",6661,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Male,70-74,"14,638",8357,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Male,75-79,"10,178",7087,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Male,80-84,"7,221",6011,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Male,85-89,"4,068",4355,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Male,90+,"1,865",2618,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Female,00-04,"11,857",9223,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Female,05-Sep,"12,579",1888,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Female,Oct-14,"12,711",1623,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Female,15-19,"14,543",2950,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Female,20-24,"18,412",5266,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Female,25-29,"15,051",6695,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Female,30-34,"14,879",7324,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Female,35-39,"14,099",5459,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Female,40-44,"13,341",3913,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Female,45-49,"15,628",4492,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Female,50-54,"17,752",5538,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Female,55-59,"17,956",6127,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Female,60-64,"16,413",6056,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Female,65-69,"15,199",6283,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Female,70-74,"16,380",8020,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Female,75-79,"12,429",7217,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Female,80-84,"9,660",6984,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Female,85-89,"6,281",5371,RCB
York And Scarborough Teaching Hospitals NHS Foundation Trust,Female,90+,"4,184",4805,RCB
Harrogate And District NHS Foundation Trust,Male,00-04,"4,970",4071,RCD
Harrogate And District NHS Foundation Trust,Male,05-Sep,"5,818",1054,RCD
Harrogate And District NHS Foundation Trust,Male,Oct-14,"5,677",806,RCD
Harrogate And District NHS Foundation Trust,Male,15-19,"5,196",808,RCD
Harrogate And District NHS Foundation Trust,Male,20-24,"4,419",758,RCD
Harrogate And District NHS Foundation Trust,Male,25-29,"5,187",999,RCD
Harrogate And District NHS Foundation Trust,Male,30-34,"5,197",1055,RCD
Harrogate And District NHS Foundation Trust,Male,35-39,"5,473",1153,RCD
Harrogate And District NHS Foundation Trust,Male,40-44,"5,560",1212,RCD
Harrogate And District NHS Foundation Trust,Male,45-49,"6,217",1570,RCD
Harrogate And District NHS Foundation Trust,Male,50-54,"7,074",1964,RCD
Harrogate And District NHS Foundation Trust,Male,55-59,"10,339",4574,RCD
Harrogate And District NHS Foundation Trust,Male,60-64,"5,930",2440,RCD
Harrogate And District NHS Foundation Trust,Male,65-69,"5,098",2496,RCD
Harrogate And District NHS Foundation Trust,Male,70-74,"5,512",3264,RCD
Harrogate And District NHS Foundation Trust,Male,75-79,"3,653",2623,RCD
Harrogate And District NHS Foundation Trust,Male,80-84,"2,611",2300,RCD
Harrogate And District NHS Foundation Trust,Male,85-89,"1,480",1516,RCD
Harrogate And District NHS Foundation Trust,Male,90+,730,929,RCD
Harrogate And District NHS Foundation Trust,Female,00-04,"4,793",3647,RCD
Harrogate And District NHS Foundation Trust,Female,05-Sep,"5,874",929,RCD
Harrogate And District NHS Foundation Trust,Female,Oct-14,"5,263",729,RCD
Harrogate And District NHS Foundation Trust,Female,15-19,"4,418",929,RCD
Harrogate And District NHS Foundation Trust,Female,20-24,"3,737",1352,RCD
Harrogate And District NHS Foundation Trust,Female,25-29,"4,919",2181,RCD
Harrogate And District NHS Foundation Trust,Female,30-34,"5,320",3109,RCD
Harrogate And District NHS Foundation Trust,Female,35-39,"6,081",2619,RCD
Harrogate And District NHS Foundation Trust,Female,40-44,"6,321",1847,RCD
Harrogate And District NHS Foundation Trust,Female,45-49,"7,065",2063,RCD
Harrogate And District NHS Foundation Trust,Female,50-54,"7,655",2424,RCD
Harrogate And District NHS Foundation Trust,Female,55-59,"10,378",4430,RCD
Harrogate And District NHS Foundation Trust,Female,60-64,"6,780",2489,RCD
Harrogate And District NHS Foundation Trust,Female,65-69,"5,940",2478,RCD
Harrogate And District NHS Foundation Trust,Female,70-74,"6,215",3114,RCD
Harrogate And District NHS Foundation Trust,Female,75-79,"4,441",2784,RCD
Harrogate And District NHS Foundation Trust,Female,80-84,"3,441",2557,RCD
Harrogate And District NHS Foundation Trust,Female,85-89,"2,380",2079,RCD
Harrogate And District NHS Foundation Trust,Female,90+,"1,683",1726,RCD
Airedale NHS Foundation Trust,Male,00-04,"5,306",4562,RCF
Airedale NHS Foundation Trust,Male,05-Sep,"5,810",1137,RCF
Airedale NHS Foundation Trust,Male,Oct-14,"5,082",776,RCF
Airedale NHS Foundation Trust,Male,15-19,"4,138",679,RCF
Airedale NHS Foundation Trust,Male,20-24,"3,736",685,RCF
Airedale NHS Foundation Trust,Male,25-29,"4,497",861,RCF
Airedale NHS Foundation Trust,Male,30-34,"4,638",1014,RCF
Airedale NHS Foundation Trust,Male,35-39,"4,696",1112,RCF
Airedale NHS Foundation Trust,Male,40-44,"4,812",1206,RCF
Airedale NHS Foundation Trust,Male,45-49,"5,676",1511,RCF
Airedale NHS Foundation Trust,Male,50-54,"5,859",1731,RCF
Airedale NHS Foundation Trust,Male,55-59,"6,307",3378,RCF
Airedale NHS Foundation Trust,Male,60-64,"5,190",2262,RCF
Airedale NHS Foundation Trust,Male,65-69,"4,843",2569,RCF
Airedale NHS Foundation Trust,Male,70-74,"4,866",3044,RCF
Airedale NHS Foundation Trust,Male,75-79,"3,119",2418,RCF
Airedale NHS Foundation Trust,Male,80-84,"2,211",2084,RCF
Airedale NHS Foundation Trust,Male,85-89,"1,317",1492,RCF
Airedale NHS Foundation Trust,Male,90+,658,859,RCF
Airedale NHS Foundation Trust,Female,00-04,"5,414",4284,RCF
Airedale NHS Foundation Trust,Female,05-Sep,"5,776",920,RCF
Airedale NHS Foundation Trust,Female,Oct-14,"5,207",699,RCF
Airedale NHS Foundation Trust,Female,15-19,"4,350",966,RCF
Airedale NHS Foundation Trust,Female,20-24,"4,124",1794,RCF
Airedale NHS Foundation Trust,Female,25-29,"5,031",3026,RCF
Airedale NHS Foundation Trust,Female,30-34,"5,817",3479,RCF
Airedale NHS Foundation Trust,Female,35-39,"5,579",2507,RCF
Airedale NHS Foundation Trust,Female,40-44,"5,213",1750,RCF
Airedale NHS Foundation Trust,Female,45-49,"5,788",1895,RCF
Airedale NHS Foundation Trust,Female,50-54,"6,457",2090,RCF
Airedale NHS Foundation Trust,Female,55-59,"7,172",3587,RCF
Airedale NHS Foundation Trust,Female,60-64,"5,820",2348,RCF
Airedale NHS Foundation Trust,Female,65-69,"5,198",2360,RCF
Airedale NHS Foundation Trust,Female,70-74,"5,419",2836,RCF
Airedale NHS Foundation Trust,Female,75-79,"3,907",2475,RCF
Airedale NHS Foundation Trust,Female,80-84,"3,140",2388,RCF
Airedale NHS Foundation Trust,Female,85-89,"2,133",2031,RCF
Airedale NHS Foundation Trust,Female,90+,"1,514",1656,RCF
Sheffield Children's NHS Foundation Trust,Male,00-04,"10,277",8041,RCU
Sheffield Children's NHS Foundation Trust,Male,05-Sep,"31,638",5822,RCU
Sheffield Children's NHS Foundation Trust,Male,Oct-14,"33,486",4425,RCU
Sheffield Children's NHS Foundation Trust,Male,15-19,"11,582",1792,RCU
Sheffield Children's NHS Foundation Trust,Male,20-24,119,21,RCU
Sheffield Children's NHS Foundation Trust,Female,00-04,"7,609",5503,RCU
Sheffield Children's NHS Foundation Trust,Female,05-Sep,"28,795",4617,RCU
Sheffield Children's NHS Foundation Trust,Female,Oct-14,"30,369",3849,RCU
Sheffield Children's NHS Foundation Trust,Female,15-19,"7,882",1849,RCU
Sheffield Children's NHS Foundation Trust,Female,20-24,9,0,RCU
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Male,00-04,"6,019",4654,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Male,05-Sep,"5,752",909,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Male,Oct-14,"5,282",775,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Male,15-19,"4,509",773,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Male,20-24,"4,787",978,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Male,25-29,"5,625",1206,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Male,30-34,"5,938",1309,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Male,35-39,"5,770",1401,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Male,40-44,"5,522",1447,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Male,45-49,"6,102",1889,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Male,50-54,"6,930",2416,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Male,55-59,"6,493",2728,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Male,60-64,"6,021",2881,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Male,65-69,"5,874",3259,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Male,70-74,"6,501",4255,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Male,75-79,"4,860",3840,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Male,80-84,"3,522",3271,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Male,85-89,"2,094",2386,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Male,90+,920,1419,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Female,00-04,"5,778",4195,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Female,05-Sep,"5,942",805,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Female,Oct-14,"5,485",733,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Female,15-19,"4,899",1372,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Female,20-24,"5,161",2967,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Female,25-29,"5,712",3876,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Female,30-34,"6,342",3720,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Female,35-39,"6,488",2815,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Female,40-44,"5,701",2073,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Female,45-49,"6,782",2592,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Female,50-54,"7,693",3016,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Female,55-59,"7,653",3233,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Female,60-64,"7,270",3213,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Female,65-69,"7,017",3232,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Female,70-74,"7,716",4408,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Female,75-79,"5,898",3895,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Female,80-84,"4,511",3638,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Female,85-89,"3,036",2964,RCX
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Female,90+,"2,117",2422,RCX
Royal United Hospitals Bath NHS Foundation Trust,Male,00-04,"11,865",9572,RD1
Royal United Hospitals Bath NHS Foundation Trust,Male,05-Sep,"11,438",1774,RD1
Royal United Hospitals Bath NHS Foundation Trust,Male,Oct-14,"11,801",1373,RD1
Royal United Hospitals Bath NHS Foundation Trust,Male,15-19,"12,587",1509,RD1
Royal United Hospitals Bath NHS Foundation Trust,Male,20-24,"14,090",1785,RD1
Royal United Hospitals Bath NHS Foundation Trust,Male,25-29,"12,917",1721,RD1
Royal United Hospitals Bath NHS Foundation Trust,Male,30-34,"12,282",1833,RD1
Royal United Hospitals Bath NHS Foundation Trust,Male,35-39,"11,113",1811,RD1
Royal United Hospitals Bath NHS Foundation Trust,Male,40-44,"10,506",1798,RD1
Royal United Hospitals Bath NHS Foundation Trust,Male,45-49,"12,197",2454,RD1
Royal United Hospitals Bath NHS Foundation Trust,Male,50-54,"13,784",3185,RD1
Royal United Hospitals Bath NHS Foundation Trust,Male,55-59,"12,748",3909,RD1
Royal United Hospitals Bath NHS Foundation Trust,Male,60-64,"10,877",3756,RD1
Royal United Hospitals Bath NHS Foundation Trust,Male,65-69,"9,573",3946,RD1
Royal United Hospitals Bath NHS Foundation Trust,Male,70-74,"9,898",4780,RD1
Royal United Hospitals Bath NHS Foundation Trust,Male,75-79,"7,252",4403,RD1
Royal United Hospitals Bath NHS Foundation Trust,Male,80-84,"5,063",3882,RD1
Royal United Hospitals Bath NHS Foundation Trust,Male,85-89,"3,074",2933,RD1
Royal United Hospitals Bath NHS Foundation Trust,Male,90+,"1,479",1861,RD1
Royal United Hospitals Bath NHS Foundation Trust,Female,00-04,"11,670",8754,RD1
Royal United Hospitals Bath NHS Foundation Trust,Female,05-Sep,"10,889",1396,RD1
Royal United Hospitals Bath NHS Foundation Trust,Female,Oct-14,"11,424",1318,RD1
Royal United Hospitals Bath NHS Foundation Trust,Female,15-19,"12,365",2331,RD1
Royal United Hospitals Bath NHS Foundation Trust,Female,20-24,"14,518",3842,RD1
Royal United Hospitals Bath NHS Foundation Trust,Female,25-29,"13,175",5536,RD1
Royal United Hospitals Bath NHS Foundation Trust,Female,30-34,"13,042",6849,RD1
Royal United Hospitals Bath NHS Foundation Trust,Female,35-39,"12,623",4854,RD1
Royal United Hospitals Bath NHS Foundation Trust,Female,40-44,"12,125",3047,RD1
Royal United Hospitals Bath NHS Foundation Trust,Female,45-49,"13,512",3137,RD1
Royal United Hospitals Bath NHS Foundation Trust,Female,50-54,"14,462",3551,RD1
Royal United Hospitals Bath NHS Foundation Trust,Female,55-59,"14,125",4029,RD1
Royal United Hospitals Bath NHS Foundation Trust,Female,60-64,"11,523",3536,RD1
Royal United Hospitals Bath NHS Foundation Trust,Female,65-69,"10,913",3714,RD1
Royal United Hospitals Bath NHS Foundation Trust,Female,70-74,"11,431",4914,RD1
Royal United Hospitals Bath NHS Foundation Trust,Female,75-79,"8,815",4509,RD1
Royal United Hospitals Bath NHS Foundation Trust,Female,80-84,"6,745",4373,RD1
Royal United Hospitals Bath NHS Foundation Trust,Female,85-89,"4,584",3821,RD1
Royal United Hospitals Bath NHS Foundation Trust,Female,90+,"3,302",3349,RD1
Milton Keynes University Hospital NHS Foundation Trust,Male,00-04,"8,637",4448,RD8
Milton Keynes University Hospital NHS Foundation Trust,Male,05-Sep,"10,483",1665,RD8
Milton Keynes University Hospital NHS Foundation Trust,Male,Oct-14,"10,204",1243,RD8
Milton Keynes University Hospital NHS Foundation Trust,Male,15-19,"7,534",1027,RD8
Milton Keynes University Hospital NHS Foundation Trust,Male,20-24,"6,873",1011,RD8
Milton Keynes University Hospital NHS Foundation Trust,Male,25-29,"8,193",1372,RD8
Milton Keynes University Hospital NHS Foundation Trust,Male,30-34,"8,710",1561,RD8
Milton Keynes University Hospital NHS Foundation Trust,Male,35-39,"10,311",1730,RD8
Milton Keynes University Hospital NHS Foundation Trust,Male,40-44,"10,236",1886,RD8
